ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Chaperome_ID	Status	log10.p.adjust
GO:0051168	nuclear export	5/19	389/29456	3.90862251612631e-06	9.53269602544139e-05	5.30292645462751e-05	HNRNPA2B1/HNRNPA1/SSB/SRSF3/SRSF7	5	IFIT3_HUMAN	Up	-4.02078425535487
GO:0050686	negative regulation of mRNA processing	3/19	54/29456	5.52705394001683e-06	0.000123136634705278	6.84994587018929e-05	HNRNPA2B1/RBMX/SRSF7	3	IFIT3_HUMAN	Up	-3.90961271974648
GO:0015931	nucleobase-containing compound transport	5/19	419/29456	5.60986946265502e-06	0.000123136634705278	6.84994587018929e-05	HNRNPA2B1/HNRNPA1/SSB/SRSF3/SRSF7	5	IFIT3_HUMAN	Up	-3.90961271974648
GO:0071426	ribonucleoprotein complex export from nucleus	4/19	222/29456	1.11367782054169e-05	0.000226195908747566	0.000125830118281826	HNRNPA2B1/SSB/SRSF3/SRSF7	4	IFIT3_HUMAN	Up	-3.64551525451412
GO:0071166	ribonucleoprotein complex localization	4/19	223/29456	1.13355580693541e-05	0.000226195908747566	0.000125830118281826	HNRNPA2B1/SSB/SRSF3/SRSF7	4	IFIT3_HUMAN	Up	-3.64551525451412
GO:0051028	mRNA transport	4/19	249/29456	1.74839599561926e-05	0.000333715583511677	0.000185642046216782	HNRNPA2B1/HNRNPA1/SRSF3/SRSF7	4	IFIT3_HUMAN	Up	-3.47662351262867
GO:1904356	regulation of telomere maintenance via telomere lengthening	3/19	103/29456	3.86284781539129e-05	0.000706579246231991	0.000393061707531044	HNRNPA2B1/HNRNPA1/HNRNPU	3	IFIT3_HUMAN	Up	-3.15083912288659
GO:0045652	regulation of megakaryocyte differentiation	5/9	86/29456	2.35370418854771e-11	5.00124316783083e-09	1.88412484993073e-09	SIN3A/SETD1A/WDR5/RBBP5/ASH2L	5	OGT1_HUMAN	Up	-8.3009220288997
GO:0051568	histone H3-K4 methylation	5/9	93/29456	3.50964432830233e-11	5.00124316783083e-09	1.88412484993073e-09	SETD1A/WDR5/RBBP5/WDR82/ASH2L	5	OGT1_HUMAN	Up	-8.3009220288997
GO:0030219	megakaryocyte differentiation	5/9	126/29456	1.64308126469059e-10	1.56092720145606e-08	5.8805013683663e-09	SIN3A/SETD1A/WDR5/RBBP5/ASH2L	5	OGT1_HUMAN	Up	-7.8066173510972
GO:0034968	histone lysine methylation	5/9	212/29456	2.26721975556409e-09	1.61539407583942e-07	6.08569513335625e-08	SETD1A/WDR5/RBBP5/WDR82/ASH2L	5	OGT1_HUMAN	Up	-6.79172151414688
GO:0018022	peptidyl-lysine methylation	5/9	234/29456	3.72184591799143e-09	2.12145217325511e-07	7.99217439231843e-08	SETD1A/WDR5/RBBP5/WDR82/ASH2L	5	OGT1_HUMAN	Up	-6.67336675467065
GO:0016571	histone methylation	5/9	263/29456	6.68489974039052e-09	3.1753273766855e-07	1.19624521670146e-07	SETD1A/WDR5/RBBP5/WDR82/ASH2L	5	OGT1_HUMAN	Up	-6.49821149224335
GO:0006479	protein methylation	5/9	355/29456	2.99379540323105e-08	1.06653961240106e-06	4.01798856749431e-07	SETD1A/WDR5/RBBP5/WDR82/ASH2L	5	OGT1_HUMAN	Up	-5.97202300976194
GO:0008213	protein alkylation	5/9	355/29456	2.99379540323105e-08	1.06653961240106e-06	4.01798856749431e-07	SETD1A/WDR5/RBBP5/WDR82/ASH2L	5	OGT1_HUMAN	Up	-5.97202300976194
GO:0045637	regulation of myeloid cell differentiation	5/9	392/29456	4.90725353548547e-08	1.5539636195704e-06	5.85426737566688e-07	SIN3A/SETD1A/WDR5/RBBP5/ASH2L	5	OGT1_HUMAN	Up	-5.80855915284834
GO:0043981	histone H4-K5 acetylation	2/9	25/29456	2.48049363285221e-05	0.00064267335032989	0.000242115167991316	HCFC1/WDR5	2	OGT1_HUMAN	Up	-3.1920097085611
GO:0043982	histone H4-K8 acetylation	2/9	25/29456	2.48049363285221e-05	0.00064267335032989	0.000242115167991316	HCFC1/WDR5	2	OGT1_HUMAN	Up	-3.1920097085611
GO:0043984	histone H4-K16 acetylation	2/9	31/29456	3.84111108581284e-05	0.000912263882880549	0.00034367836030957	HCFC1/WDR5	2	OGT1_HUMAN	Up	-3.03987951879638
GO:1904851	positive regulation of establishment of protein localization to telomere	2/5	20/29456	4.37441406795188e-06	7.32991130665107e-05	8.66047522805175e-06	CCT7/CCT2	2	P4HA2_HUMAN	Up	-4.13490128037457
GO:0070203	regulation of establishment of protein localization to telomere	2/5	21/29456	4.83455030604686e-06	7.32991130665107e-05	8.66047522805175e-06	CCT7/CCT2	2	P4HA2_HUMAN	Up	-4.13490128037457
GO:1904869	regulation of protein localization to Cajal body	2/5	21/29456	4.83455030604686e-06	7.32991130665107e-05	8.66047522805175e-06	CCT7/CCT2	2	P4HA2_HUMAN	Up	-4.13490128037457
GO:1904871	positive regulation of protein localization to Cajal body	2/5	21/29456	4.83455030604686e-06	7.32991130665107e-05	8.66047522805175e-06	CCT7/CCT2	2	P4HA2_HUMAN	Up	-4.13490128037457
GO:0070202	regulation of establishment of protein localization to chromosome	2/5	22/29456	5.31764411435641e-06	7.32991130665107e-05	8.66047522805175e-06	CCT7/CCT2	2	P4HA2_HUMAN	Up	-4.13490128037457
GO:1903405	protein localization to nuclear body	2/5	22/29456	5.31764411435641e-06	7.32991130665107e-05	8.66047522805175e-06	CCT7/CCT2	2	P4HA2_HUMAN	Up	-4.13490128037457
GO:1904867	protein localization to Cajal body	2/5	22/29456	5.31764411435641e-06	7.32991130665107e-05	8.66047522805175e-06	CCT7/CCT2	2	P4HA2_HUMAN	Up	-4.13490128037457
GO:1904816	positive regulation of protein localization to chromosome, telomeric region	2/5	24/29456	6.35268569737896e-06	7.32991130665107e-05	8.66047522805175e-06	CCT7/CCT2	2	P4HA2_HUMAN	Up	-4.13490128037457
GO:1990173	protein localization to nucleoplasm	2/5	25/29456	6.90462410116643e-06	7.32991130665107e-05	8.66047522805175e-06	CCT7/CCT2	2	P4HA2_HUMAN	Up	-4.13490128037457
GO:1904814	regulation of protein localization to chromosome, telomeric region	2/5	26/29456	7.47950133331742e-06	7.32991130665107e-05	8.66047522805175e-06	CCT7/CCT2	2	P4HA2_HUMAN	Up	-4.13490128037457
GO:0070200	establishment of protein localization to telomere	2/5	30/29456	1.00083048673582e-05	8.82909336225947e-05	1.04317966686202e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-4.05408389075806
GO:1904874	positive regulation of telomerase RNA localization to Cajal body	2/5	32/29456	1.14102178362791e-05	8.82909336225947e-05	1.04317966686202e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-4.05408389075806
GO:1904872	regulation of telomerase RNA localization to Cajal body	2/5	36/29456	1.44888789122915e-05	8.82909336225947e-05	1.04317966686202e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-4.05408389075806
GO:0090670	RNA localization to Cajal body	2/5	37/29456	1.53157741998379e-05	8.82909336225947e-05	1.04317966686202e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-4.05408389075806
GO:0090671	telomerase RNA localization to Cajal body	2/5	37/29456	1.53157741998379e-05	8.82909336225947e-05	1.04317966686202e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-4.05408389075806
GO:0090672	telomerase RNA localization	2/5	37/29456	1.53157741998379e-05	8.82909336225947e-05	1.04317966686202e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-4.05408389075806
GO:0090685	RNA localization to nucleus	2/5	37/29456	1.53157741998379e-05	8.82909336225947e-05	1.04317966686202e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-4.05408389075806
GO:0070199	establishment of protein localization to chromosome	2/5	42/29456	1.97933968041037e-05	0.000107764049266787	1.27325944353883e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-3.96752609823179
GO:0006403	RNA localization	3/5	397/29456	2.38149709461853e-05	0.000121728254661863	1.43825005508109e-05	CCT7/CCT2/FIP1L1	3	P4HA2_HUMAN	Up	-3.91460860484704
GO:0070198	protein localization to chromosome, telomeric region	2/5	47/29456	2.48425009514006e-05	0.000121728254661863	1.43825005508109e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-3.91460860484704
GO:0032212	positive regulation of telomere maintenance via telomerase	2/5	69/29456	5.38329553412456e-05	0.000251220458259146	2.96823312658497e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-3.59994499651417
GO:1904358	positive regulation of telomere maintenance via telomere lengthening	2/5	72/29456	5.86398012984312e-05	0.000261213660329375	3.08630533149638e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-3.58300411510546
GO:0007339	binding of sperm to zona pellucida	2/5	80/29456	7.24573594734608e-05	0.000295867551183298	3.49574979915819e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-3.52890266280418
GO:1901998	toxin transport	2/5	80/29456	7.24573594734608e-05	0.000295867551183298	3.49574979915819e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-3.52890266280418
GO:0032210	regulation of telomere maintenance via telomerase	2/5	93/29456	9.80059121440169e-05	0.000384183175604546	4.53922119403868e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-3.41546165795974
GO:0032206	positive regulation of telomere maintenance	2/5	102/29456	0.000117933503432485	0.000429136229448723	5.07035287211166e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-3.36740481898989
GO:1904356	regulation of telomere maintenance via telomere lengthening	2/5	103/29456	0.000120260639907497	0.000429136229448723	5.07035287211166e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-3.36740481898989
GO:0035036	sperm-egg recognition	2/5	104/29456	0.000122610351271064	0.000429136229448723	5.07035287211166e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-3.36740481898989
GO:0006458	'de novo' protein folding	2/5	111/29456	0.000139690037401917	0.000472055988461652	5.57746065851576e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-3.32600648857372
GO:1900182	positive regulation of protein localization to nucleus	2/5	116/29456	0.000152566037885293	0.000498382390425289	5.88851374294111e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-3.3024373112049
GO:0007004	telomere maintenance via telomerase	2/5	124/29456	0.000174338152137922	0.000551133513210205	6.5117815739122e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-3.2587431796845
GO:0006278	RNA-dependent DNA biosynthetic process	2/5	128/29456	0.000185763815305344	0.000568901684372616	6.72171700118021e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-3.24496278039526
GO:2000573	positive regulation of DNA biosynthetic process	2/5	130/29456	0.000191611418561272	0.000569027849060746	6.72320766881654e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-3.2448664780734
GO:0034502	protein localization to chromosome	2/5	132/29456	0.000197548820156852	0.000569405422805045	6.72766879791138e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-3.24457840111057
GO:0010833	telomere maintenance via telomere lengthening	2/5	140/29456	0.000222195668612644	0.000622147872115404	7.35083414959124e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-3.20610637992135
GO:0032204	regulation of telomere maintenance	2/5	147/29456	0.000244937913507146	0.000666466389634509	7.87446862081589e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-3.17622174747191
GO:0009988	cell-cell recognition	2/5	151/29456	0.000258425742919503	0.000666466389634509	7.87446862081589e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-3.17622174747191
GO:0061077	chaperone-mediated protein folding	2/5	151/29456	0.000258425742919503	0.000666466389634509	7.87446862081589e-05	CCT7/CCT2	2	P4HA2_HUMAN	Up	-3.17622174747191
GO:0042026	protein refolding	3/13	63/29456	2.62610926592114e-06	0.00036231616318619	0.000193201832169921	HSPA8/HSPA4/HSPA4L	3	SGTA_HUMAN	Up	-3.44091229134224
GO:0051085	chaperone cofactor-dependent protein refolding	3/13	64/29456	2.75456014605342e-06	0.00036231616318619	0.000193201832169921	HSPA8/HSPA4/HSPA4L	3	SGTA_HUMAN	Up	-3.44091229134224
GO:0034605	cellular response to heat	4/13	253/29456	3.57548845249529e-06	0.00036231616318619	0.000193201832169921	BAG2/HSPA8/HSPA4/HSPA4L	4	SGTA_HUMAN	Up	-3.44091229134224
GO:0051084	'de novo' posttranslational protein folding	3/13	77/29456	4.82021931487888e-06	0.000366336667930795	0.000195345730129302	HSPA8/HSPA4/HSPA4L	3	SGTA_HUMAN	Up	-3.43611960909139
GO:0009408	response to heat	4/13	343/29456	1.18890460999462e-05	0.000722854002876727	0.000385455389345623	BAG2/HSPA8/HSPA4/HSPA4L	4	SGTA_HUMAN	Up	-3.14094940968709
GO:0006458	'de novo' protein folding	3/13	111/29456	1.44903675374298e-05	0.000734178621896445	0.000391494140484946	HSPA8/HSPA4/HSPA4L	3	SGTA_HUMAN	Up	-3.13419826560645
GO:0051085	chaperone cofactor-dependent protein refolding	10/17	64/29456	2.15192396997401e-23	1.37077556887344e-20	5.00605470909743e-21	HSPA8/DNAJB1/HSPA9/HSPA4L/HSPA1A/HSPA6/HSPA4/HSPA5/HSPH1/HSPA1A	10	DNJA2_HUMAN	Up	-19.8630336445384
GO:0051084	'de novo' posttranslational protein folding	10/17	77/29456	1.55407753343453e-22	4.94973694398897e-20	1.80763755204753e-20	HSPA8/DNAJB1/HSPA9/HSPA4L/HSPA1A/HSPA6/HSPA4/HSPA5/HSPH1/HSPA1A	10	DNJA2_HUMAN	Up	-19.30541788123
GO:0006458	'de novo' protein folding	10/17	111/29456	7.24806258852475e-21	1.53900528963009e-18	5.62042748092621e-19	HSPA8/DNAJB1/HSPA9/HSPA4L/HSPA1A/HSPA6/HSPA4/HSPA5/HSPH1/HSPA1A	10	DNJA2_HUMAN	Up	-17.8127598874764
GO:0042026	protein refolding	9/17	63/29456	1.23575270992125e-20	1.96793619054959e-18	7.18687760243675e-19	HSPA8/HSPA9/HSPA4L/HSPA1A/HSPA6/HSPA4/HSPA5/HSPH1/HSPA1A	9	DNJA2_HUMAN	Up	-17.7059889874806
GO:0061077	chaperone-mediated protein folding	10/17	151/29456	1.74614226675114e-19	2.22458524784095e-17	8.12415665162109e-18	HSPA8/DNAJB1/HSPA9/HSPA4L/HSPA1A/HSPA6/HSPA4/HSPA5/HSPH1/HSPA1A	10	DNJA2_HUMAN	Up	-16.6527509470939
GO:0034605	cellular response to heat	10/17	253/29456	3.37197011635425e-17	3.57990827352943e-15	1.30737788721805e-15	HSPA8/DNAJB1/HSPA9/HSPA4L/HSPA1A/HSPA6/HSPA4/HSPA5/HSPH1/HSPA1A	10	DNJA2_HUMAN	Up	-14.4461281009568
GO:0006457	protein folding	11/17	462/29456	1.42759490651398e-16	1.29911136492772e-14	4.74433795999382e-15	HSPA8/DNAJB1/HSPA9/HSPA4L/NUDC/HSPA1A/HSPA6/HSPA4/HSPA5/HSPH1/HSPA1A	11	DNJA2_HUMAN	Up	-13.8863536179027
GO:0006986	response to unfolded protein	10/17	331/29456	5.08383231755294e-16	4.04800148285153e-14	1.47832492392e-14	HSPA8/DNAJB1/HSPA9/HSPA4L/HSPA1A/HSPA6/HSPA4/HSPA5/HSPH1/HSPA1A	10	DNJA2_HUMAN	Up	-13.3927593370788
GO:0009408	response to heat	10/17	343/29456	7.27479092752867e-16	5.14893535648418e-14	1.88038455553665e-14	HSPA8/DNAJB1/HSPA9/HSPA4L/HSPA1A/HSPA6/HSPA4/HSPA5/HSPH1/HSPA1A	10	DNJA2_HUMAN	Up	-13.2882825605904
GO:0035966	response to topologically incorrect protein	10/17	375/29456	1.78281808592358e-15	1.13565512073332e-13	4.14739786304327e-14	HSPA8/DNAJB1/HSPA9/HSPA4L/HSPA1A/HSPA6/HSPA4/HSPA5/HSPH1/HSPA1A	10	DNJA2_HUMAN	Up	-12.9447535364972
GO:0034620	cellular response to unfolded protein	9/17	274/29456	1.04135239958054e-14	6.03037707757096e-13	2.20228593595502e-13	HSPA8/HSPA9/HSPA4L/HSPA1A/HSPA6/HSPA4/HSPA5/HSPH1/HSPA1A	9	DNJA2_HUMAN	Up	-12.2196555307142
GO:0009266	response to temperature stimulus	10/17	462/29456	1.441835149274e-14	7.6537415840628e-13	2.79513656131187e-13	HSPA8/DNAJB1/HSPA9/HSPA4L/HSPA1A/HSPA6/HSPA4/HSPA5/HSPH1/HSPA1A	10	DNJA2_HUMAN	Up	-12.1161262050995
GO:0035967	cellular response to topologically incorrect protein	9/17	315/29456	3.67977805117737e-14	1.80309124507691e-12	6.5848659863174e-13	HSPA8/HSPA9/HSPA4L/HSPA1A/HSPA6/HSPA4/HSPA5/HSPH1/HSPA1A	9	DNJA2_HUMAN	Up	-11.7439822953349
GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	6/17	250/29456	4.02829553506384e-09	1.83287446845405e-07	6.69363393420382e-08	DNAJB1/HSPA1A/PSMC4/HSPA5/PSMD11/HSPA1A	6	DNJA2_HUMAN	Up	-6.73686727836817
GO:0043620	regulation of DNA-templated transcription in response to stress	6/17	261/29456	5.21074790184714e-09	2.21283094231775e-07	8.08123007935592e-08	DNAJB1/HSPA1A/PSMC4/HSPA5/PSMD11/HSPA1A	6	DNJA2_HUMAN	Up	-6.65505176439316
GO:1900034	regulation of cellular response to heat	5/17	147/29456	1.70448679158602e-08	6.78598803900183e-07	2.47823408513493e-07	HSPA8/DNAJB1/HSPA1A/HSPH1/HSPA1A	5	DNJA2_HUMAN	Up	-6.16838691017868
GO:0043488	regulation of mRNA stability	6/17	338/29456	2.4295993843867e-08	9.1038518109078e-07	3.32471494705548e-07	HSPA8/HSPA1A/PSMC4/NPM1/PSMD11/HSPA1A	6	DNJA2_HUMAN	Up	-6.04077482017449
GO:0060699	regulation of endoribonuclease activity	3/17	11/29456	2.62680710679905e-08	9.29597848350551e-07	3.39487936024906e-07	HSPA1A/NPM1/HSPA1A	3	DNJA2_HUMAN	Up	-6.03170489017165
GO:0043487	regulation of RNA stability	6/17	349/29456	2.9380518469015e-08	9.85020540250659e-07	3.59728231670488e-07	HSPA8/HSPA1A/PSMC4/NPM1/PSMD11/HSPA1A	6	DNJA2_HUMAN	Up	-6.00655471323385
GO:0032069	regulation of nuclease activity	4/17	60/29456	3.62813765398688e-08	1.15556184279482e-06	4.22009695542684e-07	HSPA1A/NPM1/HSPA5/HSPA1A	4	DNJA2_HUMAN	Up	-5.93720680720275
GO:0061013	regulation of mRNA catabolic process	6/17	368/29456	4.0225719114949e-08	1.22018014648679e-06	4.45608216762092e-07	HSPA8/HSPA1A/PSMC4/NPM1/PSMD11/HSPA1A	6	DNJA2_HUMAN	Up	-5.91357604567815
GO:0060700	regulation of ribonuclease activity	3/17	19/29456	1.53825784325139e-07	4.45395566432335e-06	1.62657886774429e-06	HSPA1A/NPM1/HSPA1A	3	DNJA2_HUMAN	Up	-5.35125411034544
GO:0090084	negative regulation of inclusion body assembly	3/17	21/29456	2.10982909750638e-07	5.84330928309376e-06	2.13396901853048e-06	DNAJB1/HSPA1A/HSPA1A	3	DNJA2_HUMAN	Up	-5.23334112611722
GO:0097201	negative regulation of transcription from RNA polymerase II promoter in response to stress	3/17	27/29456	4.63012079231234e-07	1.22891122695957e-05	4.48796796096942e-06	DNAJB1/HSPA1A/HSPA1A	3	DNJA2_HUMAN	Up	-4.91047948817463
GO:0090083	regulation of inclusion body assembly	3/17	33/29456	8.61810156955196e-07	2.03323359252022e-05	7.42534287279135e-06	DNAJB1/HSPA1A/HSPA1A	3	DNJA2_HUMAN	Up	-4.69181272361735
GO:1901673	regulation of mitotic spindle assembly	3/17	33/29456	8.61810156955196e-07	2.03323359252022e-05	7.42534287279135e-06	SMC3/HSPA1A/HSPA1A	3	DNJA2_HUMAN	Up	-4.69181272361735
GO:1903894	regulation of IRE1-mediated unfolded protein response	3/17	33/29456	8.61810156955196e-07	2.03323359252022e-05	7.42534287279135e-06	HSPA1A/HSPA5/HSPA1A	3	DNJA2_HUMAN	Up	-4.69181272361735
GO:0032075	positive regulation of nuclease activity	3/17	34/29456	9.44874138250155e-07	2.1495886645191e-05	7.85027009598813e-06	HSPA1A/HSPA5/HSPA1A	3	DNJA2_HUMAN	Up	-4.66764463674505
GO:1902036	regulation of hematopoietic stem cell differentiation	4/17	148/29456	1.38408147922353e-06	3.04020655953582e-05	1.11027951690889e-05	HSPA9/PSMC4/PSMD11/HIST1H4I	4	DNJA2_HUMAN	Up	-4.51709690829288
GO:0051131	chaperone-mediated protein complex assembly	3/17	41/29456	1.67901850958777e-06	3.56511596869136e-05	1.30197575655753e-05	HSPA1A/HSPA4/HSPA1A	3	DNJA2_HUMAN	Up	-4.44792633853482
GO:0060218	hematopoietic stem cell differentiation	4/17	162/29456	1.9841204113122e-06	4.04756889000186e-05	1.47816694156888e-05	HSPA9/PSMC4/PSMD11/HIST1H4I	4	DNJA2_HUMAN	Up	-4.3928057507789
GO:1901532	regulation of hematopoietic progenitor cell differentiation	4/17	163/29456	2.03331561193186e-06	4.04756889000186e-05	1.47816694156888e-05	HSPA9/PSMC4/PSMD11/HIST1H4I	4	DNJA2_HUMAN	Up	-4.3928057507789
GO:0050685	positive regulation of mRNA processing	3/17	45/29456	2.23183034837797e-06	4.30810888459626e-05	1.57331581177522e-05	HSPA8/HSPA1A/HSPA1A	3	DNJA2_HUMAN	Up	-4.3657133287302
GO:0090169	regulation of spindle assembly	3/17	46/29456	2.38668816583246e-06	4.47153047539788e-05	1.6329971660959e-05	SMC3/HSPA1A/HSPA1A	3	DNJA2_HUMAN	Up	-4.34954380499845
GO:0033120	positive regulation of RNA splicing	3/17	50/29456	3.07723365576758e-06	5.60056525349699e-05	2.04531921180341e-05	HSPA8/HSPA1A/HSPA1A	3	DNJA2_HUMAN	Up	-4.25176813833559
GO:0070841	inclusion body assembly	3/17	51/29456	3.26839497934135e-06	5.78324333844566e-05	2.11203301296619e-05	DNAJB1/HSPA1A/HSPA1A	3	DNJA2_HUMAN	Up	-4.23782853373465
GO:1900101	regulation of endoplasmic reticulum unfolded protein response	3/17	59/29456	5.08761331890899e-06	8.75894509228386e-05	3.19875545797692e-05	HSPA1A/HSPA5/HSPA1A	3	DNJA2_HUMAN	Up	-4.05754819613644
GO:2000736	regulation of stem cell differentiation	4/17	216/29456	6.2100110452665e-06	0.000104099395679862	3.80169651247617e-05	HSPA9/PSMC4/PSMD11/HIST1H4I	4	DNJA2_HUMAN	Up	-3.98255179165818
GO:0060236	regulation of mitotic spindle organization	3/17	67/29456	7.47570677674594e-06	0.00012210321068685	4.45919351595372e-05	SMC3/HSPA1A/HSPA1A	3	DNJA2_HUMAN	Up	-3.9132729161923
GO:0045646	regulation of erythrocyte differentiation	3/17	69/29456	8.17039770819598e-06	0.000130113583503021	4.75173129871398e-05	HSPA9/HSPA1A/HSPA1A	3	DNJA2_HUMAN	Up	-3.88567736191294
GO:0090224	regulation of spindle organization	3/17	72/29456	9.29040428682366e-06	0.000144341159285529	5.2713205324468e-05	SMC3/HSPA1A/HSPA1A	3	DNJA2_HUMAN	Up	-3.8406098109595
GO:1903573	negative regulation of response to endoplasmic reticulum stress	3/17	80/29456	1.27619866920327e-05	0.000193556798162496	7.06866932064969e-05	HSPA1A/HSPA5/HSPA1A	3	DNJA2_HUMAN	Up	-3.71319157065032
GO:0070432	regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	2/17	10/29456	1.40691837715333e-05	0.000203683410510606	7.43849189834653e-05	HSPA1A/HSPA1A	2	DNJA2_HUMAN	Up	-3.69104434172687
